2023-03-20 오전 3:48:49 [11752]  <Information>  'Create Series Folder : C:\Users\Administrator\AppData\Local\Temp\ViewRexBurnImage_230320034849\DCMData\20280318\20220703\Series000' 

2023-03-20 오전 3:48:49 [11752]  <Information>  'Export File Path : C:\Users\Administrator\AppData\Local\Temp\ViewRexBurnImage_230320034849\DCMData\20280318\20220703\Series000\VR00002.dcm' 

2023-03-20 오전 3:48:49 [11752]  <Information>  'Data Size : 8730674' 

2023-03-20 오전 3:48:49 [11752]  <Information>  'Empty StudyInstanceUID : 1.2.40.0.13.2022070316211600 / 8730674' 

2023-03-20 오전 3:48:49 [11752]  <Information>  'Save dicomdir' 

2023-03-20 오전 3:48:50 [11752]  <Information>  'ExportCD : After create Dicom Dir.' 

2023-03-20 오전 3:48:50 [11752]  <Information>  '
>> Requested Info
StudyCount : 1
SeriesCount : 1
FileCount : 2

>> Copy To Info
StudyCount : 1
SeriesCount : 1
FileCount : 2

>> DICOMDIR Info
StudyCount : 1
SeriesCount : 1
FileCount : 2
' 

2023-03-20 오전 3:48:50 [11752]  <Information>  'ExportCD : Run IMAPI2' 

2023-03-20 오전 3:48:50 [11752]  <Information>  'CD Burn : Run IMAPI.' 

2023-03-20 오전 3:48:50 [11752]  <Information>  'End ExportCD' 

2023-03-20 오전 3:51:11 [11752]  <Information>  'PatientGridSelectionChanged Enter' 

2023-03-20 오전 3:51:11 [11752]  <Information>  'GetStudyHistoryGrid Enter' 

2023-03-20 오전 3:51:11 [11752]  <Information>  'GetStudyHistoryGrid Leave' 

2023-03-20 오전 3:51:11 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
                                     FROM Patient  WHERE ( PatientID = @PatientID OR LastName = @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:51:11 [11752]  <Information>  'PatientGridSelectionChanged Arrive' 

2023-03-20 오전 3:51:13 [11752]  <Information>  'PatientGridSelectionChanged Enter' 

2023-03-20 오전 3:51:13 [11752]  <Information>  'GetStudyHistoryGrid Enter' 

2023-03-20 오전 3:51:13 [11752]  <Information>  'GetStudyHistoryGrid Leave' 

2023-03-20 오전 3:51:13 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
                                     FROM Patient  WHERE ( PatientID = @PatientID OR LastName = @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:51:13 [11752]  <Information>  'PatientGridSelectionChanged Arrive' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'Close Studies that PatientID is Different : 20280318' 

2023-03-20 오전 3:56:00 [11752]  <Information>  '_SetImageCollection' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'ImageGridControl._SetImageCollection.m_Controller is null - 1 / 1' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'GridPanel.GridLayout.Set - 1 / 1' 

2023-03-20 오전 3:56:00 [11752]  <Information>  '_SetImageCollection' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'ImageGridControl._SetImageCollection.m_Controller is null - 1 / 1' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'GridPanel.GridLayout.Set - 1 / 1' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'Multi Load 1 StudyID : 52' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'Multi Load 2 StudyID : 1' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'Series Load Start DR/1 - 2' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'GridPanel.OnGridLayoutChanged' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'GridPanel.GridLayout - 10 / 10' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'Series Load End DR/1 - 2' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'ImageGridControl.IsActiveGridControl' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'ImageGridControl.IsActiveGridControl' 

2023-03-20 오전 3:56:00 [11752]  <Information>  'GridPanel.OnGridLayoutChanged' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'GridPanel.GridLayout - 1 / 1' 

2023-03-20 오전 3:56:01 [11752]  <Information>  '_SetImageCollection' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'ImageGridControl._SetImageCollection difference ImageCollection' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'ImageGridControl._SetImageCollection.m_Controller not null' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'ImageGridControl._SetImageCollection.m_Controller - 1 / 1' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'GridPanel.GridLayout.Set - 1 / 1' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'GridPanel.OnGridLayoutChanged' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'GridPanel.GridLayout - 1 / 1' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'ImageControl.OnFrameChanged' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'ImageGridControl.ImageControl_FrameChanged' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'Multi Load 3 load ' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'Multi Load 3' 

2023-03-20 오전 3:56:01 [11752]  <Information>  'Multi Load 4' 

2023-03-20 오전 3:58:36 [11752]  <Information>  'PatientGridSelectionChanged Enter' 

2023-03-20 오전 3:58:36 [11752]  <Information>  'GetStudyHistoryGrid Enter' 

2023-03-20 오전 3:58:36 [11752]  <Information>  'GetStudyHistoryGrid Leave' 

2023-03-20 오전 3:58:36 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
                                     FROM Patient  WHERE ( PatientID = @PatientID OR LastName = @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:58:36 [11752]  <Information>  'PatientGridSelectionChanged Arrive' 

2023-03-20 오전 3:58:37 [11752]  <Information>  'PatientGridSelectionChanged Enter' 

2023-03-20 오전 3:58:37 [11752]  <Information>  'GetStudyHistoryGrid Enter' 

2023-03-20 오전 3:58:37 [11752]  <Information>  'GetStudyHistoryGrid Leave' 

2023-03-20 오전 3:58:37 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
